row_id,Y
2933,4.244621899401104
734,4.203813889916184
1139,4.254986705739726
9394,4.2430559854731245
7393,4.254854647290799
7900,4.281513216464926
5095,4.251638201650186
8763,4.2474254090948635
9632,4.251147951825929
973,4.259368862822771
4469,4.280116496477632
3569,4.255179585536059
2090,4.23045716455017
3671,4.251012203133346
6762,4.255418819570716
1713,4.257603099999416
10032,4.228397963588639
2767,4.237062476428507
5103,4.244196189568714
1643,4.25502884479177
8806,4.244932850664455
10789,4.260521948260581
2047,4.248343566448436
7975,4.255195047826971
9697,4.255005232939095
10635,4.233187643517983
3202,4.24454497388272
8313,4.2553104607636465
1688,4.274528884761553
10164,4.2366293200304685
3134,4.255567220886861
9100,4.254781409725014
984,4.276505300727887
6376,4.262759733028325
6820,4.229446146788443
8263,4.249407394254925
346,4.225461008700709
8855,4.2726674168993934
38,4.2517541098790534
1482,4.261633864347399
5460,4.23221131644923
3749,4.254316667467497
1153,4.253790066541352
9008,4.260842462433894
9066,4.255838395091648
3767,4.255195047826971
6132,4.233778340554546
7810,4.2566823915126815
9794,4.229191899272707
2197,4.260591651153504
8753,4.255013283081664
1885,4.25144557468009
5074,4.24810936467174
10459,4.275366259221185
3926,4.242493732559306
10362,4.265967170610466
3060,4.276226104915483
6966,4.245577905598467
8173,4.255000658265973
5362,4.255021399947068
7413,4.273367721268221
2543,4.240907473878492
327,4.225105398021353
2360,4.253632813710665
4937,4.211087541268679
3582,4.253536477807989
4539,4.264507648680177
4506,4.242737986577512
8661,4.255349839240114
2713,4.274135476631337
10303,4.272029779992483
12,4.2
8749,4.239641836784159
9171,4.255084402646034
1138,4.2469493623329715
3734,4.237674362769108
8596,4.226757433598787
32,4.255000014360902
2890,4.249650573086399
48,4.2632548888997
6180,4.260713219221112
10440,4.275660830670519
4699,4.254755259607979
3575,4.255002258840476
1284,4.278517326110888
3592,4.266223059302713
3859,4.254978190330534
10112,4.261321320189078
8053,4.25424709725756
6609,4.2594249903218095
8971,4.216555669635843
5582,4.2550079578749305
3045,4.274542579646455
4404,4.275040802870159
7609,4.245474205196791
3973,4.273487782096967
4311,4.247119550128789
1821,4.266444627366489
6700,4.245322182083773
7003,4.252156707065422
923,4.2511825423995235
6911,4.25499502946367
3094,4.255279718772809
8953,4.265107211079863
2910,4.246533784958185
3772,4.221938009183024
7304,4.230122270526216
10839,4.266288958709393
9690,4.286660824016817
569,4.266621900015531
4132,4.239054893168243
1747,4.253609482532166
2662,4.275519092044522
7651,4.254993914760453
1698,4.224750427082872
3730,4.246397653215386
8864,4.2790748239787
4168,4.255016739523601
5465,4.273583294839369
2831,4.25385564514999
8591,4.266816793382226
3801,4.23646173898385
9403,4.282724830705969
1158,4.254486429928023
6178,4.229101584597923
3174,4.245447357993719
2248,4.255002332399515
7664,4.235636883881942
3130,4.251208184925923
8373,4.251762756565417
7592,4.254978190330534
9831,4.223482131062977
349,4.2775120779432
5655,4.254348244304198
9002,4.255003518328291
9228,4.2736422398553096
6985,4.25932328995429
7065,4.233844129831457
4075,4.250604235422946
9870,4.255991649671551
7839,4.242495175021298
1699,4.241894882760119
2064,4.254995781569601
10767,4.237997204192733
7837,4.250678163437261
10206,4.238896516131737
9462,4.259451154576964
9207,4.238049877893258
6476,4.240547628209608
6017,4.229409445386451
1696,4.278000896144777
4662,4.249346428709699
4616,4.222376264978608
4125,4.239658866364633
6682,4.203697733982626
250,4.255007196599692
5584,4.255556398972144
6760,4.250075613462999
2004,4.260122403053888
8695,4.205575471864807
4264,4.233173531418354
9864,4.2555358642891425
3155,4.2444156663549935
597,4.234050300080906
1360,4.255541908541963
1352,4.259308590623407
5934,4.222765421831025
9026,4.241711119618403
7218,4.255006806853826
8127,4.275407245563064
10025,4.2402949595951736
8424,4.286630504321735
6009,4.235592469965659
3587,4.255013283081664
3855,4.245708698323695
2362,4.228724644240653
3496,4.250664348317506
524,4.2436645411197205
3670,4.255000012505443
1570,4.246426579752126
8271,4.237592113969129
3891,4.2551385350357975
8844,4.230405306917102
1210,4.247467885217547
358,4.24836982363634
102,4.229117072351659
428,4.252543408736177
8709,4.250607401883135
1946,4.256276846915131
1209,4.266575516506469
10737,4.255031111379125
7280,4.241759764295557
1468,4.25501449103719
3102,4.27379098442695
335,4.2334793381688485
365,4.2554613030583965
6252,4.217898070815601
2318,4.267129654431127
2138,4.2668027801435295
633,4.2552514508514925
4663,4.241705366352389
4449,4.254961423745319
2661,4.2518998056146415
790,4.255000099741261
2193,4.249172389807202
1166,4.270514764041993
2585,4.2038461698810465
5102,4.251012203133346
2974,4.253920162987396
5507,4.203052892419139
3142,4.269613949259584
1677,4.254240651453263
3207,4.255006977417896
4059,4.248191024647219
7098,4.285593295943565
668,4.256700681668577
331,4.257487012249684
555,4.254943808078168
8222,4.267593533949913
3343,4.255000233202364
1962,4.24681163175537
4861,4.221992364012786
2117,4.254147320443121
6935,4.273823898333851
8469,4.254999970946523
5691,4.274580496451585
8653,4.267905782132146
10208,4.2397118826511
2649,4.255015987639716
9977,4.254356151401499
8516,4.253435001890176
6811,4.255107545183559
2215,4.26490140455112
7608,4.221744632860783
7536,4.242075451086492
2892,4.254623064233378
8018,4.2717262000994465
5968,4.235552481892401
7887,4.280338769340128
4372,4.2503691808719495
3078,4.2268928165823345
10464,4.280336502722399
2107,4.252577865804939
4035,4.236398539638018
4610,4.226644783657465
473,4.255004890980201
5478,4.272752974790499
9942,4.264163538816876
9867,4.27393741945451
6217,4.2377023899073585
4966,4.234050300080906
3244,4.254729455320779
3491,4.254968552956836
233,4.251688941580521
222,4.273758732122706
405,4.246237491425749
2916,4.26485536575523
4990,4.275130347228917
1240,4.255007929526921
4613,4.227085159650759
2622,4.255729277826761
3837,4.255010534878198
8946,4.2509058678313725
7751,4.251664710386785
9272,4.255067111044299
6295,4.255002768157784
5929,4.273177017889027
10800,4.2248937466226275
4828,4.245131187679405
3038,4.246491757054918
9872,4.218349017371725
8637,4.2243906914263345
