row_id,Y
2933,4.224570757587155
734,4.200971254015277
1139,4.2467629993275295
9394,4.228083949123228
7393,4.259936791395477
7900,4.280546649264385
5095,4.2508852811721916
8763,4.242033789401137
9632,4.233163869662257
973,4.260445432312196
4469,4.283296632450581
3569,4.2542035532901465
2090,4.228711906034233
3671,4.250313171339042
6762,4.260092779293873
1713,4.247778175134309
10032,4.2090422457972405
2767,4.237920154171019
5103,4.230178973929725
1643,4.261044640944286
8806,4.242802142201454
10789,4.253245913121631
2047,4.243193079152142
7975,4.258745669485471
9697,4.244373953650359
10635,4.22386038229606
3202,4.246141339677809
8313,4.259071846546083
1688,4.2697284929171975
10164,4.240839513333492
3134,4.247501186590596
9100,4.253099441184988
984,4.2764912301158455
6376,4.258238282467794
6820,4.21637839617744
8263,4.260518719665692
346,4.2138478395406285
8855,4.273275265397615
38,4.239640481336362
1482,4.268888577883332
5460,4.221408552715059
3749,4.244724464807592
1153,4.241283497862722
9008,4.251631949007994
9066,4.252612231887747
3767,4.260101548317123
6132,4.221866098343497
7810,4.256107652624182
9794,4.219660998790281
2197,4.261920493705336
8753,4.260786390167577
1885,4.239970233470504
5074,4.2430571459310995
10459,4.273783758838971
3926,4.231040087380744
10362,4.262624517324448
3060,4.276255372823428
6966,4.244262869551007
8173,4.257298342575532
5362,4.257437927575225
7413,4.269324074843125
2543,4.238086675726647
327,4.221989021110093
2360,4.246392926997137
4937,4.204448851517831
3582,4.251993430562882
4539,4.261207513191589
4506,4.235079433250307
8661,4.262636387831764
2713,4.2690013396429665
10303,4.269385529323739
12,4.2
8749,4.246392567768993
9171,4.266573023392148
1138,4.239247139361995
3734,4.234730472752034
8596,4.219553181023739
32,4.252956314136168
2890,4.239443207772137
48,4.257482624971042
6180,4.260741955055061
10440,4.268955442950338
4699,4.256261611722571
3575,4.250576452714986
1284,4.269017007429826
3592,4.255006457907544
3859,4.252226820022793
10112,4.267731934306582
8053,4.2478166493228775
6609,4.2625376253141445
8971,4.207032028747995
5582,4.25216519429355
3045,4.2719591357227245
4404,4.273659754459467
7609,4.237770249303365
3973,4.271066394176196
4311,4.237918166396648
1821,4.2567208270107
6700,4.238730307594411
7003,4.251128423249596
923,4.248614705926344
6911,4.258088781877401
3094,4.257367944737689
8953,4.268747733818756
2910,4.23294435277059
3772,4.22382299023148
7304,4.236717776437176
10839,4.260735598130497
9690,4.284443547496994
569,4.269145703420056
4132,4.236768738579824
1747,4.247848281573413
2662,4.272962204681361
7651,4.241100351600972
1698,4.20782003062571
3730,4.235114680668246
8864,4.281573339307271
4168,4.248810141826123
5465,4.2668574876466625
2831,4.247215262004104
8591,4.262314893884224
3801,4.218141858406639
9403,4.280829706124892
1158,4.23622810129884
6178,4.2135919136250894
3174,4.246391130256681
2248,4.254492257591847
7664,4.230462966348341
3130,4.245536021701938
8373,4.252113863982592
7592,4.252226820022793
9831,4.200730785355143
349,4.280160519944485
5655,4.253065233468435
9002,4.252659458040325
9228,4.269473972671728
6985,4.26462241482969
7065,4.219090365627543
4075,4.254735158128634
9870,4.270082389691627
7839,4.23304718831738
1699,4.2
2064,4.251904839853585
10767,4.251327173883753
7837,4.24578603144781
10206,4.239215825777686
9462,4.262950001586727
9207,4.243225319156309
6476,4.2369084588648755
6017,4.224956319978307
1696,4.272972753358601
4662,4.245012917998102
4616,4.2086225837154
4125,4.240740744526711
6682,4.2
250,4.254926025222658
5584,4.259751883253826
6760,4.236156990319181
2004,4.252753155798021
8695,4.2
4264,4.239185163048387
9864,4.2560675981188965
3155,4.245248804252861
597,4.218697312547927
1360,4.258515099553684
1352,4.259152923397798
5934,4.220216031904377
9026,4.227114259837414
7218,4.253270311120605
8127,4.2692074431383755
10025,4.224870853773931
8424,4.288476828041848
6009,4.2297100218033705
3587,4.25139922109074
3855,4.244626370057588
2362,4.212266207332295
3496,4.251201249508528
524,4.219281902368885
3670,4.256241831018314
1570,4.2325275722592455
8271,4.215507663243346
