row_id,Y
2933,4.237633336459631
734,4.221605901909821
1139,4.261188272274179
9394,4.238673874495332
7393,4.247043483877445
7900,4.289192211287052
5095,4.239739236259378
8763,4.225622782571418
9632,4.247039441857106
973,4.285652296145482
4469,4.275928233881334
3569,4.258488386214898
2090,4.241298689071712
3671,4.234962755036471
6762,4.248255426058904
1713,4.260203322031719
10032,4.2264832802223955
2767,4.25281313153452
5103,4.231152731946596
1643,4.258252655691719
8806,4.267510119551534
10789,4.272529956898524
2047,4.246690000433081
7975,4.23924732350602
9697,4.268414777723166
10635,4.224152697204809
3202,4.242808853601167
8313,4.276157315793831
1688,4.266214450910819
10164,4.241320320747979
3134,4.263561022238472
9100,4.242443456237738
984,4.2912885704824415
6376,4.235751595314085
6820,4.204862290236586
8263,4.26022781186602
346,4.226819732922274
8855,4.269676547930491
38,4.225424184598628
1482,4.235493058900265
5460,4.221981783626349
3749,4.25346661251168
1153,4.27719497322077
9008,4.310785601523823
9066,4.2862248750092204
3767,4.2678912705722
6132,4.2203272752765
7810,4.249970152460408
9794,4.21962322952507
2197,4.269985884287718
8753,4.25454205166561
1885,4.23567973174165
5074,4.2383198291736495
10459,4.257918701062579
3926,4.240406697977795
10362,4.26767454513521
3060,4.294608801910861
6966,4.22972993732296
8173,4.253264771644727
5362,4.250934998086833
7413,4.258272744278334
2543,4.237539140180466
327,4.2321068879722485
2360,4.2469516895038275
4937,4.212667174304737
3582,4.266756528975458
4539,4.268562906791432
4506,4.233431444045628
8661,4.250238576126792
2713,4.278028497262512
10303,4.260318541675015
12,4.223055394343554
8749,4.257457887142324
9171,4.276381856871092
1138,4.243133032068092
3734,4.22838482843818
8596,4.211878805092677
32,4.238076421125313
2890,4.235096089466767
48,4.264659484492186
6180,4.279787212507604
10440,4.2792296479420875
4699,4.2374463815301455
3575,4.247085150716387
1284,4.26838106953446
3592,4.262949749047012
3859,4.247840608521738
10112,4.27893518876328
8053,4.2332631157874
6609,4.256197043741642
8971,4.221203118721597
5582,4.246302759586701
3045,4.264841039196122
4404,4.282997299175782
7609,4.259650458612792
3973,4.264157599258778
